,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
100,81132443,Movie,Deliha 2,Gupse Özay,"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Turkey,"September 27, 2019",2018,TV-PG,102 min,"Comedies, International Movies","While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways."
102,80231903,Movie,In the Shadow of the Moon,Jim Mickle,"Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller",United States,"September 27, 2019",2019,TV-MA,116 min,"Dramas, Sci-Fi & Fantasy, Thrillers",A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
104,81171121,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,United States,"September 27, 2019",2019,TV-MA,42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents."
106,81012295,Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,"September 27, 2018",2016,TV-14,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league."
107,80060037,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco","September 27, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.
108,60003155,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett",United States,"September 27, 2011",2000,TV-PG,75 min,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
109,81177238,Movie,Malaal,Mangesh Hadawale,"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",India,"September 26, 2019",2019,TV-14,133 min,"International Movies, Romantic Movies","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
110,70270775,Movie,The Grandmaster,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China","September 26, 2019",2013,PG-13,108 min,"Action & Adventure, Dramas, International Movies","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village."
112,80215923,Movie,The Hurricane Heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",United States,"September 26, 2018",2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
113,80151483,Movie,Def Comedy Jam 25,Louis J. Horvitz,"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole",United States,"September 26, 2017",2017,TV-MA,82 min,Stand-Up Comedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam."""
114,80173625,Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,"September 26, 2017",2016,TV-MA,94 min,Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
115,80005444,Movie,Print the Legend,"Luis Lopez, Clay Tweel",,United States,"September 26, 2014",2014,TV-14,100 min,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution."
116,80244682,Movie,Birders,Otilia Portillo Padua,,"United States, Mexico","September 25, 2019",2019,TV-G,38 min,"Documentaries, International Movies",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
117,81075519,Movie,Furie,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",Vietnam,"September 25, 2019",2019,TV-MA,97 min,"Action & Adventure, Dramas, International Movies","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
118,80166318,Movie,Leap!,"Eric Summer, Éric Warin","Bronwen Mantel, Mel Brooks, Maddie Ziegler, Dane DeHaan, Julie Khaner, Elle Fanning, Terrence Scammell, Tamir Kapelian, Carly Rae Jepsen","France, Canada","September 25, 2019",2016,PG,89 min,"Children & Family Movies, Comedies","Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights."
119,81186758,Movie,Oh! Baby (Malayalam),B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,"September 25, 2019",2019,TV-14,146 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
120,81186757,Movie,Oh! Baby (Tamil),B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,"September 25, 2019",2019,TV-14,146 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
121,80108976,Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris",United States,"September 25, 2019",2016,R,130 min,Action & Adventure,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks."
122,80208155,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,"September 25, 2018",2018,PG,110 min,Children & Family Movies,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness."
123,80198423,Movie,Teach Us All,Sonia Lowman,,United States,"September 25, 2017",2017,TV-14,81 min,Documentaries,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
124,80162144,Movie,White Island,Benjamin Turner,"Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura",United Kingdom,"September 25, 2017",2016,TV-MA,91 min,"Comedies, Independent Movies, Thrillers","Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left."
125,81053953,Movie,Inside Man: Most Wanted,Michael J. Bassett,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok",United States,"September 24, 2019",2019,R,106 min,Action & Adventure,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
126,81074113,Movie,Jeff Dunham: Beside Himself,Troy Miller,Jeff Dunham,United States,"September 24, 2019",2019,TV-MA,58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
127,80992496,Movie,China Salesman,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",China,"September 24, 2018",2017,TV-MA,111 min,"Action & Adventure, International Movies",A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.
128,70304191,Movie,Swearnet: The Movie,Warren P. Sonoda,"Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green",Canada,"September 24, 2017",2014,NR,112 min,"Comedies, International Movies","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences."
129,80103311,Movie,The Bar,Álex de la Iglesia,"Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa, Jaime Ordoñez, Terele Pávez, Joaquín Climent, Alejandro Awada","Spain, Argentina","September 24, 2017",2017,TV-MA,102 min,"Comedies, Horror Movies, International Movies",Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.
130,81176200,Movie,Manmadhudu 2,Rahul Ravindran,"Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti",India,"September 23, 2019",2019,TV-MA,152 min,"Comedies, Dramas, International Movies","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop."
132,80208906,Movie,Under the Eiffel Tower,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",United States,"September 23, 2019",2018,TV-MA,87 min,"Comedies, Independent Movies, Romantic Movies",An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.
133,80097321,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk",,United States,"September 23, 2016",2016,TV-14,99 min,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
134,80106966,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,"September 23, 2016",2016,TV-MA,78 min,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
136,81080769,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,"Manisha Koirala, Rajit Kapoor, Sanaj Naval, Rajendra Gupta, Suhaas Khandke, Nassar Abdulla, Saurabh Dubey, Usha Jadhav, Ashwin Kaushal, Milind Soman",India,"September 22, 2019",2009,TV-14,121 min,"Dramas, Independent Movies, International Movies","When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family."
137,70267838,Movie,20 Feet From Stardom,Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",United States,"September 22, 2018",2013,PG-13,91 min,"Documentaries, Music & Musicals","Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support."
138,80211380,Movie,In Darkness,Anthony Byrne,"Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","United Kingdom, United States","September 22, 2018",2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers","A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
139,80196586,Movie,Gaga: Five Foot Two,Chris Moukarbel,Lady Gaga,United States,"September 22, 2017",2017,TV-MA,101 min,"Documentaries, Music & Musicals","Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles."
140,80099204,Movie,The Bad Batch,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross",United States,"September 22, 2017",2016,R,119 min,"Dramas, Independent Movies, Thrillers","Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals."
141,80059432,Movie,SMOSH: The Movie,Alex Winter,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",United States,"September 22, 2015",2015,PG-13,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip."
142,81172721,Movie,King of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun Safaru, iLLBLISS, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,"September 21, 2019",2018,TV-MA,182 min,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
143,81172727,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",Nigeria,"September 21, 2019",2018,TV-MA,106 min,"Comedies, International Movies","Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
